|soc_code|soc_title|soc_direct_match_title|illustrative_example
5976|55-1011|Air Crew Officers|Airdrop Systems Technician|x
5977|55-1011|Air Crew Officers|Astronaut, Mission Specialist|
5978|55-1011|Air Crew Officers|Fixed-Wing Transport Aircraft Specialist|
5979|55-1011|Air Crew Officers|Helicopter Officer|
5980|55-1011|Air Crew Officers|Naval Flight Officer, Airborne Reconnaissance Officer|
5981|55-1011|Air Crew Officers|Naval Flight Officer, Bombardier/Navigator|
5982|55-1011|Air Crew Officers|Naval Flight Officer, Electronic Warfare Officer|
5983|55-1011|Air Crew Officers|Naval Flight Officer, Qualified Supporting Arms Coordinator (Airborne)|
5984|55-1011|Air Crew Officers|Naval Flight Officer, Radar Intercept Officer|
5985|55-1011|Air Crew Officers|Naval Flight Officer, Weapons Systems Officer|
5986|55-1011|Air Crew Officers|Special Project Airborne Electronics Evaluator|x
5987|55-1012|Aircraft Launch and Recovery Officers|Catapult And Arresting Gear Officer|x
5988|55-1012|Aircraft Launch and Recovery Officers|Flight Deck Officer|x
5989|55-1012|Aircraft Launch and Recovery Officers|Landing Signal Officer|x
5990|55-1012|Aircraft Launch and Recovery Officers|V/Stol Landing Signal Officer|
5991|55-1013|Armored Assault Vehicle Officers|Armor Officer|
5992|55-1013|Armored Assault Vehicle Officers|Assault Amphibious Vehicle (AAV) Officer|x
5993|55-1013|Armored Assault Vehicle Officers|Cavalry Officer|x
5994|55-1013|Armored Assault Vehicle Officers|Light-Armored Reconnaissance Officer|
5995|55-1013|Armored Assault Vehicle Officers|Light-Armored Vehicle Officer|
5996|55-1013|Armored Assault Vehicle Officers|Tank Officer|x
5997|55-1014|Artillery and Missile Officers|Air Defense Artillery Officer|x
5998|55-1014|Artillery and Missile Officers|Ammunition Officer|
5999|55-1014|Artillery and Missile Officers|Division Officer, Weapons Department|
6000|55-1014|Artillery and Missile Officers|Division Officer, Weapons Department (Antisubmarine Weapons)|
6001|55-1014|Artillery and Missile Officers|Division Officer, Weapons Department (Guided Missiles)|
6002|55-1014|Artillery and Missile Officers|Division Officer, Weapons Department (Gunnery)|
6003|55-1014|Artillery and Missile Officers|Field Artillery Officer|
6004|55-1014|Artillery and Missile Officers|Field Artillery Targeting Technician|
6005|55-1014|Artillery and Missile Officers|Fire Control Officer|
6006|55-1014|Artillery and Missile Officers|Fire Control Officer (Surface-To-Air Missiles)|
6007|55-1014|Artillery and Missile Officers|Ground Nuclear Weapons Assembly Officer|
6008|55-1014|Artillery and Missile Officers|Guided Missile Test Officer, Air-Launched|
6009|55-1014|Artillery and Missile Officers|Hawk Missile Air Defense Artillery|
6010|55-1014|Artillery and Missile Officers|Low Altitude Air Defense Officer|
6011|55-1014|Artillery and Missile Officers|Naval Gunfire Spotter|
6012|55-1014|Artillery and Missile Officers|Naval Surface Fire Support Planner|x
6013|55-1014|Artillery and Missile Officers|Nuclear & Chemical Weapons Employment Officer|
6014|55-1014|Artillery and Missile Officers|Nuclear Weapons Custodian|
6015|55-1014|Artillery and Missile Officers|Ordnance Officer|
6016|55-1014|Artillery and Missile Officers|Patriot Missile Air Defense Artillery|
6017|55-1014|Artillery and Missile Officers|Short-Range Air Defense Artillery|
6018|55-1014|Artillery and Missile Officers|Space And Missile Operations, Missile Combat Crew|
6019|55-1014|Artillery and Missile Officers|Strike Warfare/Missile Systems Officer|
6020|55-1014|Artillery and Missile Officers|Strike Warfare/Missile Systems Officer (Surface-To-Air Missile)|
6021|55-1014|Artillery and Missile Officers|Surface-To-Air Weapons Officer|
6022|55-1014|Artillery and Missile Officers|Targeting Acquisition Officer|x
6023|55-1014|Artillery and Missile Officers|Weapons Military Characteristics Officer|
6024|55-1014|Artillery and Missile Officers|Weapons Officer|
6025|55-1014|Artillery and Missile Officers|Weapons Officer (Fleet Ballistic Missiles)|
6026|55-1014|Artillery and Missile Officers|Weapons Officer, Naval Activity|
6027|55-1015|Command and Control Center Officers|Aadc Plans Staff Officer|
6028|55-1015|Command and Control Center Officers|Advisor To Command In Combat|
6029|55-1015|Command and Control Center Officers|Air Battle Manager|
6030|55-1015|Command and Control Center Officers|Air Control/Anti-Air Warfare Officer|
6031|55-1015|Command and Control Center Officers|Air Defense Control Officer|
6032|55-1015|Command and Control Center Officers|Air Intercept Controller Supervisor|
6033|55-1015|Command and Control Center Officers|Air Liaison And Special Staff|
6034|55-1015|Command and Control Center Officers|Air Support Control Officer|
6035|55-1015|Command and Control Center Officers|Anti-Air Warfare Operations Officer|
6036|55-1015|Command and Control Center Officers|Antisubmarine Classification And Analysis Officer, Aviation|
6037|55-1015|Command and Control Center Officers|Aoc Aadc Chief Of Operations Staff Officer|
6038|55-1015|Command and Control Center Officers|Aoc Aadc Director And Chief Of Plans Staff Officer|
6039|55-1015|Command and Control Center Officers|Aoc Aadc Operations Staff Officer|
6040|55-1015|Command and Control Center Officers|Aoc Airspace Control Officer|
6041|55-1015|Command and Control Center Officers|Aoc Director Combat Operations Officer|
6042|55-1015|Command and Control Center Officers|Aoc Director Combat Plans Officer|
6043|55-1015|Command and Control Center Officers|Aoc Director Intelligence Officer|
6044|55-1015|Command and Control Center Officers|Aoc Information Operations Staff Officer|
6045|55-1015|Command and Control Center Officers|Aoc Operations - Air Mobility / Logistics Chief|
6046|55-1015|Command and Control Center Officers|Aoc Operations - Air Mobility / Logistics Officer|
6047|55-1015|Command and Control Center Officers|Aoc Operations - Combat Search And Rescue Chief|
6048|55-1015|Command and Control Center Officers|Aoc Operations - Combat Search And Rescue Officer|
6049|55-1015|Command and Control Center Officers|Aoc Operations - Defensive Operations Officer|
6050|55-1015|Command and Control Center Officers|Aoc Operations - Intelligence Chief|
6051|55-1015|Command and Control Center Officers|Aoc Operations - Intelligence Officer|
6052|55-1015|Command and Control Center Officers|Aoc Operations - Naval And Amphibious Liaison Element Afloat Planning Liaison|
6053|55-1015|Command and Control Center Officers|Aoc Operations - Naval And Amphibious Liaison Element Member|
6054|55-1015|Command and Control Center Officers|Aoc Operations - Offensive Operations Officer|
6055|55-1015|Command and Control Center Officers|Aoc Operations - Special Operations Chief|
6056|55-1015|Command and Control Center Officers|Aoc Operations - Special Operations Officer|
6057|55-1015|Command and Control Center Officers|Aoc Operations - Time Sensitive / Critical Targeting Officer|
6058|55-1015|Command and Control Center Officers|Aoc Operations - Time Sensitive / Critical Targeting Officer Chief|
6059|55-1015|Command and Control Center Officers|Aoc Plans - Air Task Order / Air Control Order Production Officer|
6060|55-1015|Command and Control Center Officers|Aoc Plans - Guidance Apportionment And Targeting Officer|
6061|55-1015|Command and Control Center Officers|Aoc Plans - Guidance Apportionment And Targeting Officer Chief|
6062|55-1015|Command and Control Center Officers|Aoc Plans - Intelligence Officer|
6063|55-1015|Command and Control Center Officers|Aoc Plans - Intelligence Officer Chief|
6064|55-1015|Command and Control Center Officers|Aoc Plans - Master Air Attack Planning Assistant Chief|
6065|55-1015|Command and Control Center Officers|Aoc Plans - Master Air Attack Planning Chief|
6066|55-1015|Command and Control Center Officers|Aoc Plans - Master Air Attack Planning Officer|
6067|55-1015|Command and Control Center Officers|Aoc Strategy Plans And Operational Assessment Officer|
6068|55-1015|Command and Control Center Officers|Aoc Strategy Plans And Operational Assessment Officer Chief|
6069|55-1015|Command and Control Center Officers|C4 Planner|
6070|55-1015|Command and Control Center Officers|Carrier Airborne Combat Information Center Officer|
6071|55-1015|Command and Control Center Officers|Combat Control|
6072|55-1015|Command and Control Center Officers|Combat Information Center Officer|x
6073|55-1015|Command and Control Center Officers|Combat Systems Officer|
6074|55-1015|Command and Control Center Officers|Command And Control|
6075|55-1015|Command and Control Center Officers|Command And Control Officer|x
6076|55-1015|Command and Control Center Officers|Command And Control Systems Integrator|x
6077|55-1015|Command and Control Center Officers|Command, Control, Communications, Computers And Intelligence (C4i) Officer|
6078|55-1015|Command and Control Center Officers|Force Deployment Planning And Execution Officer|
6079|55-1015|Command and Control Center Officers|Forward Air Controller/Air Officer|
6080|55-1015|Command and Control Center Officers|Information Management Officer|
6081|55-1015|Command and Control Center Officers|Joint Terminal Attack Controller|
6082|55-1015|Command and Control Center Officers|Marine Air Ground Task Force (Magtf) Planners|
6083|55-1015|Command and Control Center Officers|Naval Tactical Data System--Combat Information Center Officer|
6084|55-1015|Command and Control Center Officers|Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller|
6085|55-1015|Command and Control Center Officers|Naval Tactical Data System--Combat Information Center Watch Officer, General|
6086|55-1015|Command and Control Center Officers|Offshore Control And Surveillance System Officer|
6087|55-1015|Command and Control Center Officers|Operations Control Center Briefing Officer|
6088|55-1015|Command and Control Center Officers|Operations Officer, Afloat (Naval Tactical Data Systems)|
6089|55-1015|Command and Control Center Officers|Operations Systems Specialist|
6090|55-1015|Command and Control Center Officers|Relocatable Over-The-Horizon Radar Watch Officer|
6091|55-1015|Command and Control Center Officers|Senior Air Director (Sad)|
6092|55-1015|Command and Control Center Officers|Staff Combat Information Center Officer|
6093|55-1015|Command and Control Center Officers|Staff Command And Control Officer|
6094|55-1015|Command and Control Center Officers|Staff Electronic Warfare Officer|
6095|55-1015|Command and Control Center Officers|Staff Operations Command Center Watch Officer|
6096|55-1015|Command and Control Center Officers|Staff Readiness Officer (Combat Information Center)|
6097|55-1015|Command and Control Center Officers|Surveillance Sensor Officer|
6098|55-1016|Infantry Officers|Infantry Weapons Officer|x
6099|55-1017|Special Forces Officers|Advanced Seal Delivery System|
6100|55-1017|Special Forces Officers|Combatant Diver Officer|
6101|55-1017|Special Forces Officers|Combatant Diver Qualified (Officer)|
6102|55-1017|Special Forces Officers|Commanding Officer, Special Warfare Team|
6103|55-1017|Special Forces Officers|Control And Recovery, Combat Rescue|
6104|55-1017|Special Forces Officers|Control And Recovery, Special Tactics|
6105|55-1017|Special Forces Officers|Executive Officer, Special Warfare Team|
6106|55-1017|Special Forces Officers|Parachute/Combatant Diver Officer|x
6107|55-1017|Special Forces Officers|Parachutist/Combatant Diver Qualified (Officer)|
6108|55-1017|Special Forces Officers|Sea-Air-Land Officer|x
6109|55-1017|Special Forces Officers|Seal Delivery Vehicle Officer|
6110|55-1017|Special Forces Officers|Special Forces Warrant Officer|
6111|55-1017|Special Forces Officers|Special Weapons Unit Officer|
6112|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Advanced Foreign Counterintelligence Officer (Afco)|
6113|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Advanced Military Source Operations Officer (Amsoo)|
6114|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Air Antisubmarine Officer|
6115|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Air Boatswain|
6116|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Air Intelligence Officer|
6117|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|All Source Intelligence|
6118|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|All Source Intelligence Technician|
6119|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Amphibious Operations Officer|
6120|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Antisubmarine Warfare Intelligence Officer|
6121|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Antisubmarine Weapons Officer|
6122|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Area Intelligence Technician|
6123|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Aviation All-Source Intelligence|
6124|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Aviation Ordnance Officer|
6125|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Aviation Tactical Readiness Officer|
6126|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Chemical Munitions And Materiel Management|
6127|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Chemical Operations And Training|
6128|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Chemical, Biological, Radiological, And Nuclear (CBRN) Officer|x
6129|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Coastal/Harbor Defense Officer|
6130|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Communications Interceptor/Locator Technician|
6131|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Counter Intelligence|
6132|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Counterintelligence (Ci)/Human Source Intelligence (Humint) Officer|
6133|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Counterintelligence Officer/Human Source Intelligence (Ci/Humint) Officer|
6134|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Counterintelligence Officer/Human Source Intelligence (Ci/Humint) Operations Officer|
6135|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Counter-Intelligence Technician|
6136|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Cryptologic Digital Network Technician/Analyst|
6137|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Cryptologic Digital Network Technician/Analyst (Officer)|
6138|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Electronic Intelligence Officer|
6139|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Electronic Warfare Officer|
6140|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Electronic Warfare Technician|
6141|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Emanations Analysis Technician|
6142|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Emitter Location/Identification Technician|
6143|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Geographic Area Intelligence Officer|
6144|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Ground Intelligence Officer|
6145|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Gunnery/Ordnance Officer|
6146|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Human Intelligence|
6147|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Human Intelligence Collection Technician|
6148|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Imagery Intelligence|
6149|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Inshore Undersea Warfare Officer|
6150|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Intelligence|
6151|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Intelligence Officer|
6152|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Intelligence Officer, Basic|
6153|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Intelligence Support Officer|
6154|55-1019|Military Officer Special and Tactical Operations Leaders, All Other|Intelligence, Applications|
